Topic,Count,Name,Representation,Representative_Docs
635,18,635_antitrypsin_alpha_trypsin_deficiency,"['antitrypsin', 'alpha', 'trypsin', 'deficiency', 'epigenetic', 'pixz', 'zf874', 'regulation', 'genomic', 'aat']","['Alpha-1 Antitrypsin Deficiency Alpha-1 Antitrypsin Disease Cohort: Longitudinal Biomarker Study of Disease; Conditions: Alpha 1-Antitrypsin Deficiency, Genetic Disease Alpha-1 Antitrypsin Deficiency clinical research Alpha-1 Antitrypsin Deficiency Research', 'Alpha-1 Antitrypsin Deficiency Study of Genotype and Phenotype in Patients With Alpha 1-Antitrypsin Deficiency; Conditions: Alpha 1-Antitrypsin Deficiency Alpha-1 Antitrypsin Deficiency clinical research Alpha-1 Antitrypsin Deficiency Research', 'Alpha-1 Antitrypsin Deficiency Gene Therapy for Alpha-1 Antitrypsin Deficiency; Conditions: Alpha 1-Antitrypsin Deficiency Alpha-1 Antitrypsin Deficiency clinical research Alpha-1 Antitrypsin Deficiency Research']"
636,18,636_ebola_hemorrhagic_fever_partnership,"['ebola', 'hemorrhagic', 'fever', 'partnership', 'vaccinations', 'gamevac', 'marburg', 'virus', 'combi', 'medicinal']","['Ebola Hemorrhagic Fever Partnership for Research on Ebola VACcinations; Conditions: Ebola Virus Disease Ebola Hemorrhagic Fever clinical research Ebola Hemorrhagic Fever Research', 'Ebola Hemorrhagic Fever Partnership for Research on Ebola VACcinations; Conditions: Ebola Virus Disease Ebola Hemorrhagic Fever clinical research Ebola Hemorrhagic Fever Research', 'Ebola Hemorrhagic Fever Partnership for Research on Ebola VACcinations; Conditions: Ebola Virus Disease Ebola Hemorrhagic Fever clinical research Ebola Hemorrhagic Fever Research']"
637,18,637_erdheim_chester_xanthogranuloma_histiocytic,"['erdheim', 'chester', 'xanthogranuloma', 'histiocytic', 'rosai', 'dorfman', 'histiocytosis', 'menkes', 'langerhans', 'rdd']","['Erdheim Chester Disease Subtypes and Prognostic Factors in Erdheim-Chester Disease; Conditions: Erdheim-Chester Disease Erdheim Chester Disease clinical research Erdheim Chester Disease Research', 'Erdheim Chester Disease Pilot Study of Tocilizumab in Patients With Erdheim-Chester Disease; Conditions: Erdheim-Chester Disease Erdheim Chester Disease clinical research Erdheim Chester Disease Research', 'Erdheim Chester Disease Histiocytic Disorder Follow-up Study; Conditions: Histiocytosis, Langerhans Cell Histiocytosis, Erdheim-Chester Disease, Rosai Dorfman Disease, Xanthogranuloma, Malignant Histiocytoses Erdheim Chester Disease clinical research Erdheim Chester Disease Research']"
638,18,638_interstitial_specific_mofetil_mycophenolate,"['interstitial', 'specific', 'mofetil', 'mycophenolate', 'pneumonia', 'rituximab', 'non', 'lung', 'evaluation', 'diseases']","['Non-Specific Interstitial Pneumonia Evaluation of Efficacy and Safety of Rituximab With Mycophenolate Mofetil in Patients With Interstitial Lung Diseases; Conditions: Lung Disease, Interstitial Non-Specific Interstitial Pneumonia clinical research Non-Specific Interstitial Pneumonia Research', 'Non-Specific Interstitial Pneumonia Evaluation of Efficacy and Safety of Rituximab With Mycophenolate Mofetil in Patients With Interstitial Lung Diseases; Conditions: Lung Disease, Interstitial Non-Specific Interstitial Pneumonia clinical research Non-Specific Interstitial Pneumonia Research', 'Non-Specific Interstitial Pneumonia Evaluation of Efficacy and Safety of Rituximab With Mycophenolate Mofetil in Patients With Interstitial Lung Diseases; Conditions: Lung Disease, Interstitial Non-Specific Interstitial Pneumonia clinical research Non-Specific Interstitial Pneumonia Research']"
639,18,639_albinism_oculocutaneous_ocular_piebaldism,"['albinism', 'oculocutaneous', 'ocular', 'piebaldism', 'vitiligo', 'oa', 'fovea', 'disaster', 'recell', 'grafting']","['Ocular Albinism New Strategies of Genetic Study of Patients With Oculocutaneous Albinism; Conditions: Oculocutaneous Albinism, Mutation Ocular Albinism clinical research Ocular Albinism Research', 'Ocular Albinism Peripheral Serotonin and Albinism; Conditions: Oculocutaneous Albinism Ocular Albinism clinical research Ocular Albinism Research', 'Ocular Albinism Peripheral Serotonin and Albinism; Conditions: Oculocutaneous Albinism Ocular Albinism clinical research Ocular Albinism Research']"
640,18,640_phacomatosis_rare_g4_institutional,"['phacomatosis', 'rare', 'g4', 'institutional', 'errors', 'inborn', 'anomalies', 'lindau', 'hippel', 'arthrogryposis']","['Aortic Valve Dysplasia Institutional Registry of Rare Diseases; Conditions: Rare Diseases, Amyloidosis, Sarcoidosis, Phacomatosis, Pheochromocytoma, Paraganglioma, Von Hippel-Lindau Disease, Immunoglobulin G4-Related Disease, Demyelinating Diseases, Inborn Errors of Metabolism, Eosinophilic Gastrointestinal Disorders, Hypertrophic Cardiomyopathy, Gaucher Disease, Congenital Adrenal Hyperplasia, Hereditary Angioedema, Pulmonary Hypertension, Wilson Disease, Vascular Anomalies, Mastocytosis, Multiple Endocrine Neoplasia, Inflammatory Bowel Diseases, Prader-Willi Syndrome, Hirschsprung Disease, Cushing Syndrome Aortic Valve Dysplasia clinical research Aortic Valve Dysplasia Research', 'Aortic Valve Dysplasia Institutional Registry of Rare Diseases; Conditions: Rare Diseases, Amyloidosis, Sarcoidosis, Phacomatosis, Pheochromocytoma, Paraganglioma, Von Hippel-Lindau Disease, Immunoglobulin G4-Related Disease, Demyelinating Diseases, Inborn Errors of Metabolism, Eosinophilic Gastrointestinal Disorders, Hypertrophic Cardiomyopathy, Gaucher Disease, Congenital Adrenal Hyperplasia, Hereditary Angioedema, Pulmonary Hypertension, Wilson Disease, Vascular Anomalies, Mastocytosis, Multiple Endocrine Neoplasia, Inflammatory Bowel Diseases, Prader-Willi Syndrome, Hirschsprung Disease, Cushing Syndrome Aortic Valve Dysplasia clinical research Aortic Valve Dysplasia Research', 'Aortic Valve Dysplasia Institutional Registry of Rare Diseases; Conditions: Rare Diseases, Amyloidosis, Sarcoidosis, Phacomatosis, Pheochromocytoma, Paraganglioma, Von Hippel-Lindau Disease, Immunoglobulin G4-Related Disease, Demyelinating Diseases, Inborn Errors of Metabolism, Eosinophilic Gastrointestinal Disorders, Hypertrophic Cardiomyopathy, Gaucher Disease, Congenital Adrenal Hyperplasia, Hereditary Angioedema, Pulmonary Hypertension, Wilson Disease, Vascular Anomalies, Mastocytosis, Multiple Endocrine Neoplasia, Inflammatory Bowel Diseases, Prader-Willi Syndrome, Hirschsprung Disease, Cushing Syndrome Aortic Valve Dysplasia clinical research Aortic Valve Dysplasia Research']"
641,18,641_chagas_benznidazole_antiparasital_trypanosomiasis,"['chagas', 'benznidazole', 'antiparasital', 'trypanosomiasis', 'american', 'south', 'benefit', 'population', 'fexinidazole', 'pharmacokinetics']","['Chagas Disease Population Pharmacokinetics of Benznidazole in Children With Chagas Disease; Conditions: Chagas Disease Chagas Disease clinical research Chagas Disease Research', 'Chagas Disease Population Pharmacokinetics of Benznidazole in Children With Chagas Disease; Conditions: Chagas Disease Chagas Disease clinical research Chagas Disease Research', 'Chagas Disease Population Pharmacokinetics of Benznidazole in Children With Chagas Disease; Conditions: Chagas Disease Chagas Disease clinical research Chagas Disease Research']"
642,18,642_hantavirus_puumala_hantaan_hemorrhagic,"['hantavirus', 'puumala', 'hantaan', 'hemorrhagic', 'hfrs', 'pulmonary', 'dna', 'nephropathia', 'epidemica', 'brucelloses']","['Hantavirus Pulmonary Syndrome Phase 2a Immunogenicity Study of Hantaan/Puumala Virus DNA Vaccine for Prevention of Hemorrhagic Fever; Conditions: Hemorrhagic Fever With Renal Syndrome Hantavirus Pulmonary Syndrome clinical research Hantavirus Pulmonary Syndrome Research', 'Hantavirus Pulmonary Syndrome Study to Evaluate the Safety, Tolerability, and Immunogenicity of Hantaan and Puumala Virus DNA Vaccines; Conditions: Hemorrhagic Fever With Renal Syndrome Hantavirus Pulmonary Syndrome clinical research Hantavirus Pulmonary Syndrome Research', 'Hantavirus Pulmonary Syndrome Efficacy of Methylprednisolone for Hantavirus Cardiopulmonary Syndrome; Conditions: Hantavirus Infections Hantavirus Pulmonary Syndrome clinical research Hantavirus Pulmonary Syndrome Research']"
643,18,643_gangliosidosis_gm2_gm1_tay,"['gangliosidosis', 'gm2', 'gm1', 'tay', 'sachs', 'sandhoff', 'gangliosidoses', 'gm3', 'ganglioside', 'synthase']","['Gm1 Gangliosidosis A Study to Evaluate the Safety and Efficacy of Oral Nizubaglustat (AZ-3102) in Late-infantile and Juvenile Forms of Niemann-Pick Type C Disease, GM1 Gangliosidosis or GM2 Gangliosidosis; Conditions: Niemann-Pick Type C Disease, GM1 Gangliosidosis, GM2 Gangliosidosis Gm1 Gangliosidosis clinical research Gm1 Gangliosidosis Research', 'Gm2 Gangliosidosis Pyrimethamine as a Treatment for Late-Onset GM2-gangliosidosis (Tay-Sachs and Sandhoff Disease); Conditions: Gangliosidoses, GM2, Sandhoff Disease, Tay-Sachs Disease Gm2 Gangliosidosis clinical research Gm2 Gangliosidosis Research', 'Gm1 Gangliosidosis A Natural History Study of the Gangliosidoses; Conditions: Tay-Sachs Disease, Sandhoff Disease, Late Onset Tay-Sachs Disease, GM1 Gangliosidosis, GM2 Gangliosidosis Gm1 Gangliosidosis clinical research Gm1 Gangliosidosis Research']"
644,18,644_aorta_coarctation_arch_pericardium,"['aorta', 'coarctation', 'arch', 'pericardium', 'interrupted', 'hypoplasia', 'sinovenous', 'interruption', 'transposition', 'great']","['Aorta Coarctation The Arch Watch Study: An Integrated Evaluation of Hemodynamics in Infants With Suspected Coarctation of the Aorta; Conditions: Coarctation of the Aorta, Aortic Arch Obstruction Aorta Coarctation clinical research Aorta Coarctation Research', 'Aorta Coarctation Four-limb Blood Pressures in Infants With High Risk of Congenital Malformation of Aorta; Conditions: Congenital Heart Disease in Children, Coarctation of Aorta, Interrupted Aortic Arch, Hypoplasia of Aorta, Blood Pressure Aorta Coarctation clinical research Aorta Coarctation Research', 'Aorta Coarctation Clinical Assessment of Perfusion Techniques During Repair of Coarctation With Aortic Arch Hypoplasia in Infants; Conditions: Coarctation of Aorta Aorta Coarctation clinical research Aorta Coarctation Research']"
645,17,645_phosphate_dehydrogenase_glucose_g6pd,"['phosphate', 'dehydrogenase', 'glucose', 'g6pd', 'deficiency', 'tests', 'finder', 'gallstones', 'blood', 'venous']","['Glucose-6-Phosphate Dehydrogenase Deficiency Comparing G6PD Tests Using Capillary Blood Versus Venous Blood; Conditions: Glucose-6 Phosphate Dehydrogenase Deficiency Glucose-6-Phosphate Dehydrogenase Deficiency clinical research Glucose-6-Phosphate Dehydrogenase Deficiency Research', 'Glucose-6-Phosphate Dehydrogenase Deficiency Comparing G6PD Tests Using Capillary Blood Versus Venous Blood; Conditions: Glucose-6 Phosphate Dehydrogenase Deficiency Glucose-6-Phosphate Dehydrogenase Deficiency clinical research Glucose-6-Phosphate Dehydrogenase Deficiency Research', 'Glucose-6-Phosphate Dehydrogenase Deficiency Comparing G6PD Tests Using Capillary Blood Versus Venous Blood; Conditions: Glucose-6 Phosphate Dehydrogenase Deficiency Glucose-6-Phosphate Dehydrogenase Deficiency clinical research Glucose-6-Phosphate Dehydrogenase Deficiency Research']"
646,17,646_myasthenic_lambert_eaton_diaminopyridine,"['myasthenic', 'lambert', 'eaton', 'diaminopyridine', 'syndromes', 'lems', 'amifampridine', 'dap', 'congenital', '4dap']","['Lambert-Eaton Myasthenic Syndrome Use Of 3,4-Diaminopyridine (3,4-DAP) In The Treatment Of Lambert Eaton Myasthenic Syndrome; Conditions: Lambert-Eaton Myasthenic Syndrome Lambert-Eaton Myasthenic Syndrome clinical research Lambert-Eaton Myasthenic Syndrome Research', 'Lambert-Eaton Myasthenic Syndrome Randomized Study of 3,4-Diaminopyridine for Lambert-Eaton Myasthenic Syndrome; Conditions: Lambert-Eaton Myasthenic Syndrome Lambert-Eaton Myasthenic Syndrome clinical research Lambert-Eaton Myasthenic Syndrome Research', 'Lambert-Eaton Myasthenic Syndrome Effectiveness of 3,4-Diaminopyridine in Lambert-Eaton Myasthenic Syndrome; Conditions: Lambert-Eaton Myasthenic Syndrome, Eaton-Lambert Myasthenic Syndrome Lambert-Eaton Myasthenic Syndrome clinical research Lambert-Eaton Myasthenic Syndrome Research']"
647,17,647_aggressive_nk_granular_nelfinavir,"['aggressive', 'nk', 'granular', 'nelfinavir', 'leukemia', 'mesylate', 'lgl', 'bortezomib', 'lymphocytic', 'plasma']","['Aggressive Nk-Cell Leukemia Nelfinavir Mesylate and Bortezomib in Treating Patients With Relapsed or Progressive Advanced Hematologic Cancer; Conditions: Leukemia, Lymphoma, Mature T-cell and Nk-cell Neoplasms, Multiple Myeloma and Plasma Cell Neoplasm Aggressive Nk-Cell Leukemia clinical research Aggressive Nk-Cell Leukemia Research', 'Aggressive Nk-Cell Leukemia Methotrexate Followed by Fludarabine in Patients With T-Cell Large Granular Lymphocytic Leukemia; Conditions: T-Cell Large Granular Lymphocytic Leukemia Aggressive Nk-Cell Leukemia clinical research Aggressive Nk-Cell Leukemia Research', 'Aggressive Nk-Cell Leukemia Oral Azacitidine for the Treatment of Relapsed or Refractory T-cell Large Granular Lymphocytic Leukemia; Conditions: T-Cell Large Granular Lymphocyte Leukemia Aggressive Nk-Cell Leukemia clinical research Aggressive Nk-Cell Leukemia Research']"
648,17,648_botulism_botulinum_thumb_carpometacarpal,"['botulism', 'botulinum', 'thumb', 'carpometacarpal', 'sprain', 'hailey', 'rbv', 'antitoxin', 'toxin', 'darier']","['Botulism Double Blind, Safety and Immunogenicity Study of Recombinant Botulinum Vaccine A/B; Conditions: Botulism Vaccine Botulism clinical research Botulism Research', 'Botulism Double Blind, Safety and Immunogenicity Study of Recombinant Botulinum Vaccine A/B; Conditions: Botulism Vaccine Botulism clinical research Botulism Research', 'Botulism Study of Human Botulism Immunoglobulin in Infants With Botulism; Conditions: Infant Botulism, Botulism Botulism clinical research Botulism Research']"
649,17,649_vii_factor_xi_acquired,"['vii', 'factor', 'xi', 'acquired', 'hemophilia', 'viia', 'deficiency', 'goodpasture', 'emicizumab', 'inhibitor']","['Acquired Factor Vii Deficiency Emicizumab in Patients With Acquired Hemophilia A; Conditions: Acquired Hemophilia A Acquired Factor Vii Deficiency clinical research Acquired Factor Vii Deficiency Research', 'Acquired Factor Vii Deficiency Study to Evaluate Rituximab and Bortezomib in Patients With Newly Diagnosed Acquired Hemophilia A; Conditions: Acquired Hemophilia A Acquired Factor Vii Deficiency clinical research Acquired Factor Vii Deficiency Research', 'Congenital Factor Vii Deficiency Treatment of Inherited Factor VII Deficiency; Conditions: Factor VII Deficiency Congenital Factor Vii Deficiency clinical research Congenital Factor Vii Deficiency Research']"
650,17,650_aneurysm_berry_carotid_extracranial,"['aneurysm', 'berry', 'carotid', 'extracranial', 'intracranial', 'artery', 'aneurysms', 'coil', 'dissection', 'ruptured']","['Intracranial Berry Aneurysm Efficacy and Safety of Bivalirudin Versus Heparin During Coil Embolization in Patients With Ruptured Intracranial Aneurysms; Conditions: Subarachnoid Hemorrhage, Aneurysmal Intracranial Berry Aneurysm clinical research Intracranial Berry Aneurysm Research', 'Intracranial Berry Aneurysm European eCLIPS™ Safety, Feasibility and Efficacy Study; Conditions: Saccular Aneurysm, Intracranial Aneurysm Intracranial Berry Aneurysm clinical research Intracranial Berry Aneurysm Research', 'Intracranial Berry Aneurysm Comprehensive Aneurysm Management Trial; Conditions: Saccular Aneurysm, Intracranial Aneurysm, Unruptured Cerebral Aneurysm Intracranial Berry Aneurysm clinical research Intracranial Berry Aneurysm Research']"
651,17,651_classic_classical_hodgkin_ice,"['classic', 'classical', 'hodgkin', 'ice', 'gls', '010', 'regimen', 'vinblastin', 'avd', 'lymphoma']","[""Classic Hodgkin Lymphoma Study of GLS-010 Injection in the Treatment of Classical Hodgkin's Lymphoma; Conditions: Classical Hodgkin's Lymphoma Classic Hodgkin Lymphoma clinical research Classic Hodgkin Lymphoma Research"", ""Classic Hodgkin Lymphoma Study of GLS-010 Injection in the Treatment of Classical Hodgkin's Lymphoma; Conditions: Classical Hodgkin's Lymphoma Classic Hodgkin Lymphoma clinical research Classic Hodgkin Lymphoma Research"", 'Classic Hodgkin Lymphoma Ibrutinib and Nivolumab in Treating Patients With Relapsed or Refractory Classical Hodgkin Lymphoma; Conditions: Classical Hodgkin Lymphoma Classic Hodgkin Lymphoma clinical research Classic Hodgkin Lymphoma Research']"
652,17,652_npm1_mutated_myeloid_aml,"['npm1', 'mutated', 'myeloid', 'aml', 'revumenib', 'kmt2a', 'leukemia', 'rearrangement', 'acute', 'mll']","['Acute Myeloid Leukemia With Mutated Npm1 Outcome of Patients With CBF and/or NPM1-mutated AML in First Molecular Relapse.; Conditions: Acute Myeloid Leukemia Acute Myeloid Leukemia With Mutated Npm1 clinical research Acute Myeloid Leukemia With Mutated Npm1 Research', 'Acute Myeloid Leukemia With Mutated Npm1 Venetoclax Plus Azacitidine Versus Intensive Chemotherapy for Fit Patients With Newly Diagnosed NPM1 Mutated AML; Conditions: Acute Myeloid Leukemia Acute Myeloid Leukemia With Mutated Npm1 clinical research Acute Myeloid Leukemia With Mutated Npm1 Research', 'Acute Myeloid Leukemia With Mutated Npm1 Revumenib in Combination With Azacitidine + Venetoclax in Patients NPM1-mutated or KMT2A-rearranged AML; Conditions: Acute Myeloid Leukemia, Adult Acute Myeloid Leukemia With Mutated Npm1 clinical research Acute Myeloid Leukemia With Mutated Npm1 Research']"
653,17,653_anemia_dialysis_iron_chronic,"['anemia', 'dialysis', 'iron', 'chronic', 'ferric', 'ckd', 'phosphorus', 'anemic', 'epoetin', 'kidney']","['Anemia Of Chronic Disease Ferric Citrate in Managing Serum Phosphorus and Iron Deficiency in Anemic Chronic Kidney Disease (CKD) Subjects Not on Dialysis; Conditions: Iron Deficiency, Iron Deficiency Anemia Anemia Of Chronic Disease clinical research Anemia Of Chronic Disease Research', 'Anemia Of Chronic Disease Ferric Citrate in Managing Serum Phosphorus and Iron Deficiency in Anemic Chronic Kidney Disease (CKD) Subjects Not on Dialysis; Conditions: Iron Deficiency, Iron Deficiency Anemia Anemia Of Chronic Disease clinical research Anemia Of Chronic Disease Research', 'Anemia Of Chronic Disease Ferric Citrate in Managing Serum Phosphorus and Iron Deficiency in Anemic Chronic Kidney Disease (CKD) Subjects Not on Dialysis; Conditions: Iron Deficiency, Iron Deficiency Anemia Anemia Of Chronic Disease clinical research Anemia Of Chronic Disease Research']"
654,17,654_takayasu_arteritis_vasculitis_nodosa,"['takayasu', 'arteritis', 'vasculitis', 'nodosa', 'polyarteritis', 'wegener', 'schoenlein', 'churg', 'strauss', 'behcet']","[""Arteritis, Takayasu Vasculitis Illness Perception (VIP) Study; Conditions: Wegener Granulomatosis, Microscopic Polyangiitis, Churg-Strauss Syndrome, Polyarteritis Nodosa, Giant Cell Arteritis, Takayasu's Arteritis, Henoch-Schoenlein Purpura, Behcet's Disease, CNS Vasculitis Arteritis, Takayasu clinical research Arteritis, Takayasu Research"", ""Arteritis, Takayasu Vasculitis Illness Perception (VIP) Study; Conditions: Wegener Granulomatosis, Microscopic Polyangiitis, Churg-Strauss Syndrome, Polyarteritis Nodosa, Giant Cell Arteritis, Takayasu's Arteritis, Henoch-Schoenlein Purpura, Behcet's Disease, CNS Vasculitis Arteritis, Takayasu clinical research Arteritis, Takayasu Research"", ""Arteritis, Takayasu Vasculitis Illness Perception (VIP) Study; Conditions: Wegener Granulomatosis, Microscopic Polyangiitis, Churg-Strauss Syndrome, Polyarteritis Nodosa, Giant Cell Arteritis, Takayasu's Arteritis, Henoch-Schoenlein Purpura, Behcet's Disease, CNS Vasculitis Arteritis, Takayasu clinical research Arteritis, Takayasu Research""]"
655,17,655_peripartum_cardiomyopathy_bromocriptine_pregnancy,"['peripartum', 'cardiomyopathy', 'bromocriptine', 'pregnancy', 'diastolic', 'nigeria', 'associate', 'survey', 'documented', 'ppcm']","['Peripartum Cardiomyopathy Bromocriptine in the Treatment of Peripartum Cardiomyopathy; Conditions: Peripartum Cardiomyopathy Peripartum Cardiomyopathy clinical research Peripartum Cardiomyopathy Research', 'Peripartum Cardiomyopathy Bromocriptine in the Treatment of Peripartum Cardiomyopathy; Conditions: Peripartum Cardiomyopathy Peripartum Cardiomyopathy clinical research Peripartum Cardiomyopathy Research', 'Peripartum Cardiomyopathy Bromocriptine in the Treatment of Peripartum Cardiomyopathy; Conditions: Peripartum Cardiomyopathy Peripartum Cardiomyopathy clinical research Peripartum Cardiomyopathy Research']"
656,17,656_leptospirosis_spirolept_leptospira_nihfi,"['leptospirosis', 'spirolept', 'leptospira', 'nihfi', 'herxheimer', 'jarisch', 'reunion', 'martinique', 'desmopressin', 'seroprevalence']","['Leptospirosis Preventive Strategies for Early and Late Complications of Leptospirosis; Conditions: Leptospirosis Leptospirosis clinical research Leptospirosis Research', 'Leptospirosis Cohort of Hospitalized Patients Suspected of Leptospirosis; Conditions: Leptospirosis Leptospirosis clinical research Leptospirosis Research', 'Leptospirosis Immune Response After Leptospirosis Infection; Conditions: Leptospirosis Leptospirosis clinical research Leptospirosis Research']"
657,17,657_effusion_aids_primary_related,"['effusion', 'aids', 'primary', 'related', 'epoch', 'plasmablastic', 'lymphoma', 'lympholeukemia', 'chemotherapy', 'antiviral']","['Primary Effusion Lymphoma A Registry Study on HIV-related Lymphoma; Conditions: AIDS Related Lymphoma, HIV Related Lymphoma Primary Effusion Lymphoma clinical research Primary Effusion Lymphoma Research', 'Primary Effusion Lymphoma Combination Chemotherapy in Treating Patients With AIDS-Related Lymphoma; Conditions: Lymphoma Primary Effusion Lymphoma clinical research Primary Effusion Lymphoma Research', 'Primary Effusion Lymphoma Combination Chemotherapy in Treating Patients With AIDS-Related Lymphoma; Conditions: Lymphoma Primary Effusion Lymphoma clinical research Primary Effusion Lymphoma Research']"
658,17,658_telangiectasia_azd1390_lmd_ataxia,"['telangiectasia', 'azd1390', 'lmd', 'ataxia', 'given', 'multiforme', 'leptomeningeal', 'glioblastoma', 'art0380', 'assess']","['Ataxia Telangiectasia A Study to Assess the Safety and Tolerability of AZD1390 Given With Radiation Therapy in Patients With Brain Cancer; Conditions: Recurrent Glioblastoma Multiforme, Primary Glioblastoma Multiforme, Brain Neoplasms, Malignant, Leptomeningeal Disease (LMD) Ataxia Telangiectasia clinical research Ataxia Telangiectasia Research', 'Ataxia Telangiectasia A Study to Assess the Safety and Tolerability of AZD1390 Given With Radiation Therapy in Patients With Brain Cancer; Conditions: Recurrent Glioblastoma Multiforme, Primary Glioblastoma Multiforme, Brain Neoplasms, Malignant, Leptomeningeal Disease (LMD) Ataxia Telangiectasia clinical research Ataxia Telangiectasia Research', 'Ataxia Telangiectasia A Study to Assess the Safety and Tolerability of AZD1390 Given With Radiation Therapy in Patients With Brain Cancer; Conditions: Recurrent Glioblastoma Multiforme, Primary Glioblastoma Multiforme, Brain Neoplasms, Malignant, Leptomeningeal Disease (LMD) Ataxia Telangiectasia clinical research Ataxia Telangiectasia Research']"
659,17,659_hepatitis_vitamin_hcv_ribavirin,"['hepatitis', 'vitamin', 'hcv', 'ribavirin', 'flaviviridae', 'pegylated', 'chb', 'interferon', 'treated', 'b12']","['Hepatitis D Long Term Vitamin D Therapy in HCV Treated Patients; Conditions: Chronic Hepatitis C Hepatitis D clinical research Hepatitis D Research', 'Hepatitis D Long Term Vitamin D Therapy in HCV Treated Patients; Conditions: Chronic Hepatitis C Hepatitis D clinical research Hepatitis D Research', 'Hepatitis D Long Term Vitamin D Therapy in HCV Treated Patients; Conditions: Chronic Hepatitis C Hepatitis D clinical research Hepatitis D Research']"
660,17,660_dermatofibrosarcoma_protuberans_myxofibrosarcoma_soft,"['dermatofibrosarcoma', 'protuberans', 'myxofibrosarcoma', 'soft', 'pleomorphic', 'sarcoma', 'dfsp', 'tissue', 'synovial', 'liposarcoma']","['Dermatofibrosarcoma Protuberans Treatment of Dermatofibrosarcoma Protuberans in Patients 10 Years and Younger; Conditions: Dermatofibrosarcoma Protuberans Dermatofibrosarcoma Protuberans clinical research Dermatofibrosarcoma Protuberans Research', 'Dermatofibrosarcoma Protuberans Clinical Outcome of Pediatric Dermatofibrosarcoma Protuberans; Conditions: Soft Tissue Neoplasms Dermatofibrosarcoma Protuberans clinical research Dermatofibrosarcoma Protuberans Research', 'Dermatofibrosarcoma Protuberans Imatinib Mesylate in Treating Patients With Locally Recurrent or Metastatic Dermatofibrosarcoma Protuberans; Conditions: Adult Fibrosarcoma, Dermatofibrosarcoma Protuberans, Recurrent Adult Soft Tissue Sarcoma, Stage IV Adult Soft Tissue Sarcoma Dermatofibrosarcoma Protuberans clinical research Dermatofibrosarcoma Protuberans Research']"
